Title1,Title_URL,Image,flex,flex1,flex2,textblack,flex3,flex4,scfrdjqd,schqync,textsm
LATEST STOCK RC X50 PREMIUM High CASH REBATE,https://www.mudah.my/2025-latest-stock-rc-x50-premium-high-cash-rebate-109311989.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,New,0 - 4999,2025,,1477cc,1477cc,2025,Johor,"RM91,800"
NEW PROTON X50 EXECUTIVE CNY Super HighRebate,https://www.mudah.my/2025-new-proton-x50-executive-cny-super-highrebate-109314209.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,New,0 - 4999,2024,,1477cc,1477cc,2025,Kuala Lumpur,"RM83,300"
NEW PROTON X50 EXECUTIVE PRICE DROP THAN LastMonth,https://www.mudah.my/new-proton-x50-executive-price-drop-than-lastmonth-109313567.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,New,0 - 4999,2025,,1477cc,1477cc,2025,Selangor,"RM83,800"
Honda JAZZ 1.5 V (A),https://www.mudah.my/2016-honda-jazz-1-5-v-a-109778978.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2016,2016,1497cc,2016,2025,Selangor,"RM45,000"
Toyota PRIUS C 1.5 (HYBRID) (A),https://www.mudah.my/2012-toyota-prius-c-1-5-hybrid-a-109778977.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,170000 - 179999,2012,2012,1497cc,2012,2025,Selangor,"RM15,500"
Naza SURIA 1.1 GS (A) Direct Owner,https://www.mudah.my/2007-naza-suria-1-1-gs-a-direct-owner-109778976.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,250000 - 299999,2007,2007,1086cc,2007,2025,Selangor,"RM4,500"
Perodua ATIVA 1.0 AV (Full Bodykit),https://www.mudah.my/perodua-ativa-1-0-av-full-bodykit-109770175.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,25000 - 29999,2021,2021,1000cc,2021,2025,Sarawak,"RM61,800"
Mercedes Benz C250 COUPE AMG 2.0 C205 55Kkm WRRNTY,https://www.mudah.my/mercedes-benz-c250-coupe-amg-2-0-c205-55kkm-wrrnty-109540286.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,0 - 4999,2016,,1991cc,1991cc,2025,Selangor,"RM152,800"
Mercedes Benz C250 2.0 COUPE AMG FULL CARBON WRNTY,https://www.mudah.my/mercedes-benz-c250-2-0-coupe-amg-full-carbon-wrnty-109168683.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,0 - 4999,2017,,1991cc,1991cc,2025,Selangor,"RM152,500"
Perodua MYVI 1.3 EZi FACELIFT (A),https://www.mudah.my/2010-perodua-myvi-1-3-ezi-facelift-a-109778960.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2010,2010,1298cc,2010,2025,Selangor,"RM13,500"
Naza FORTE 1.6 SX (A) 6-SPEED Puspakom Ready,https://www.mudah.my/2011-naza-forte-1-6-sx-a-6-speed-puspakom-ready-109295946.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2011,2011,1591cc,2011,2025,Kuala Lumpur,"RM9,500"
Perodua BEZZA 1.3 PREMIUM MILE 49K 5y Waranty,https://www.mudah.my/2018-perodua-bezza-1-3-premium-mile-49k-5y-waranty-108521515.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,40000 - 44999,2018,,1329cc,1329cc,2025,Selangor,"RM32,800"
Honda CITY 1.5 V (A) FREE 5 YEARS WARRANTY,https://www.mudah.my/2015-honda-city-1-5-v-a-free-5-years-warranty-109647755.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2015,,1497cc,1497cc,2025,Selangor,"RM37,800"
Toyota VIOS 1.5 G Low Mile 79k FSR 5y Waranty,https://www.mudah.my/2014-toyota-vios-1-5-g-low-mile-79k-fsr-5y-waranty-108629481.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2014,2014,1497cc,2014,2025,Selangor,"RM37,800"
Honda CR-V 2.0 Low Mile FSR 5Years Warranty,https://www.mudah.my/2019-honda-cr-v-2-0-low-mile-fsr-5years-warranty-109392332.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2019,2019,1997cc,2019,2025,Selangor,"RM83,800"
Ford RANGER 2.0 RAPTOR ✅,https://www.mudah.my/2019-ford-ranger-2-0-raptor-109484263.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2019,2019,1996cc,2019,2025,Johor,"RM129,888"
Perodua MYVI 1.3 EZi PREMIUM (A)✅Mthly 5xx,https://www.mudah.my/2013-perodua-myvi-1-3-ezi-premium-a-mthly-5xx-109483170.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2013,2013,1298cc,2013,2025,Johor,"RM20,888"
Proton PERSONA 1.6 STANDARD (A),https://www.mudah.my/2018-proton-persona-1-6-standard-a-108232205.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2018,2018,1597cc,2018,2025,Johor,
Toyota ALPHARD 2.5 SC (A) WHITE,https://www.mudah.my/2021-toyota-alphard-2-5-sc-a-white-107175577.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,25000 - 29999,2021,,2493cc,2493cc,2025,Selangor,
Toyota ALPHARD 2.5 X (A),https://www.mudah.my/2021-toyota-alphard-2-5-x-a-109322375.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,35000 - 39999,2021,,2493cc,2493cc,2025,Selangor,
Toyota ALPHARD 2.5 SC (A) WHITE,https://www.mudah.my/2021-toyota-alphard-2-5-sc-a-white-107174554.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2021,,2493cc,2493cc,2025,Selangor,
Toyota VIOS 1.5 G FACELIFT (A),https://www.mudah.my/2018-toyota-vios-1-5-g-facelift-a-109806890.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2018,2018,1496cc,2018,2025,Selangor,"RM49,500"
Toyota VOXY 2.0 ZS BODYKIT KIRAMEKI FASTLOAN 2017,https://www.mudah.my/toyota-voxy-2-0-zs-bodykit-kirameki-fastloan-2017-109708220.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2017,,1986cc,1986cc,2025,Selangor,"RM97,800"
Proton X70 PREMIUM X 2WD 1.8L FASTLOAN 2022,https://www.mudah.my/proton-x70-premium-x-2wd-1-8l-fastloan-2022-109701548.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2022,,1799cc,1799cc,2025,Selangor,"RM79,800"
Bmw 530e 2.0 CONVERT M5 LCI P.SHIFT FASTLOAN 2019,https://www.mudah.my/bmw-530e-2-0-convert-m5-lci-p-shift-fastloan-2019-109433637.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,55000 - 59999,2019,,1998cc,1998cc,2025,Selangor,"RM119,800"
Mercedes Benz E200 E250 CONVERT E63 FASTLOAN 2018,https://www.mudah.my/mercedes-benz-e200-e250-convert-e63-fastloan-2018-108899027.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2018,,1991cc,1991cc,2025,Selangor,"RM129,800"
Honda CITY 1.5 V (A) PushStart/DigitalAircond/FSR,https://www.mudah.my/honda-city-1-5-v-a-pushstart-digitalaircond-fsr-109483241.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2015,2015,1497cc,2015,2025,Selangor,"RM33,999"
Honda CIVIC 1.8 S (A) Bodykit/FullLoan/Warranty,https://www.mudah.my/honda-civic-1-8-s-a-bodykit-fullloan-warranty-109446070.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2019,2019,1799cc,2019,2025,Selangor,"RM65,999"
/18 Toyota ALPHARD 2.5 SC (A) 64K MILEAGE,https://www.mudah.my/2016-18-toyota-alphard-2-5-sc-a-64k-mileage-109110679.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2016,2016,2493cc,2016,2025,Kuala Lumpur,"RM149,800"
Toyota HILUX 2.5 G FACELIFT (A) 1OWNER F/LOAN,https://www.mudah.my/2011-toyota-hilux-2-5-g-facelift-a-1owner-f-loan-107172699.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,130000 - 139999,2011,2011,2494cc,2011,2025,Kuala Lumpur,"RM39,800"
Honda CR-V 2.0 i-VTEC (A) 1OWNER TIPTOP CNDTN,https://www.mudah.my/2005-honda-cr-v-2-0-i-vtec-a-1owner-tiptop-cndtn-109333892.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,190000 - 199999,2005,2005,1998cc,2005,2025,Kuala Lumpur,"RM14,888"
Toyota INNOVA X 2.0 (A) ORIMILEGE 54KM 1OWNER,https://www.mudah.my/2020-toyota-innova-x-2-0-a-orimilege-54km-1owner-108464802.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2020,2020,1998cc,2020,2025,Kuala Lumpur,"RM92,800"
Honda CITY 1.5 V (A) SENSING RS AEROKIT F/SVC,https://www.mudah.my/2021-honda-city-1-5-v-a-sensing-rs-aerokit-f-svc-107708766.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,30000 - 34999,2021,2021,1498cc,2021,2025,Kuala Lumpur,"RM69,800"
Land Rover DEFENDER 2.0 90 XS P300 Full Spec,https://www.mudah.my/2022-land-rover-defender-2-0-90-xs-p300-full-spec-109631350.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,15000 - 19999,2022,,1995cc,1995cc,2025,Kuala Lumpur,"RM399,800"
Toyota VIOS 1.5 FACELIFT (A) VVTi ENGINE FULON OTR,https://www.mudah.my/toyota-vios-1-5-facelift-a-vvti-engine-fulon-otr-108547268.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2017,2017,1496cc,2017,2025,Selangor,"RM43,700"
Honda CR-V 1.5 TC PREMIUM 1 LADY OWNER FULON OTR !,https://www.mudah.my/honda-cr-v-1-5-tc-premium-1-lady-owner-fulon-otr-109740173.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2018,2018,1498cc,2018,2025,Selangor,"RM83,700"
Toyota YARIS 1.5 G LADY OWNER 40K MILEAGE FULONOTR,https://www.mudah.my/toyota-yaris-1-5-g-lady-owner-40k-mileage-fulonotr-109495601.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2021,2021,1496cc,2021,2025,Selangor,"RM61,700"
Toyota CAMRY 2.0 GX FACELIFT 1 DIRECTOR OWNERFULON,https://www.mudah.my/toyota-camry-2-0-gx-facelift-1-director-ownerfulon-109391204.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,2017,1998cc,2017,2025,Selangor,"RM82,700"
HONDA BR-V 1.5 V (a) KEYLESS PUSH START LEATHER,https://www.mudah.my/honda-br-v-1-5-v-a-keyless-push-start-leather-109556912.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2017,2017,1497cc,2017,2025,Selangor,"RM39,800"
MERCEDES C200 2.0 (a) ADVANTGARDE 9 SPEED FACELIFT,https://www.mudah.my/mercedes-c200-2-0-a-advantgarde-9-speed-facelift-108280997.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,2017,1991cc,2017,2025,Selangor,"RM92,700"
PERODUA AXIA 1.0 G (a) 89K MILEAGE ONLY / 2015,https://www.mudah.my/perodua-axia-1-0-g-a-89k-mileage-only-2015-109790400.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2015,2015,998cc,2015,2025,Selangor,"RM17,700"
PERODUA ALZA 1.5 ADVANCED FACELIFT(a)FREE WARRANTY,https://www.mudah.my/perodua-alza-1-5-advanced-facelift-a-free-warranty-109740645.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2016,2016,1495cc,2016,2025,Selangor,"RM33,700"
HONDA CIVIC 1.5 E (a) WARRANTY HONDA TILL 2028,https://www.mudah.my/honda-civic-1-5-e-a-warranty-honda-till-2028-109698238.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,35000 - 39999,2023,2023,1498cc,2023,2025,Selangor,"RM103,700"
"HONDA CRV 2.0 (a) 4WD,FACELIFT,FREE CAR WARRANTY",https://www.mudah.my/honda-crv-2-0-a-4wd-facelift-free-car-warranty-109696552.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2016,,1997cc,1997cc,2025,Selangor,"RM49,700"
MAZDA 6 2.0 (a) GLS SKYACTIV-G KEYLESS LEATHER,https://www.mudah.my/mazda-6-2-0-a-gls-skyactiv-g-keyless-leather-109247691.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2013,2013,1999cc,2013,2025,Selangor,"RM32,800"
Toyota HILUX 2.5(A)VIGO D/C G D4D 4X4 PICKUP TRUCK,https://www.mudah.my/toyota-hilux-2-5-a-vigo-d-c-g-d4d-4x4-pickup-truck-109784370.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,160000 - 169999,2008,2008,2494cc,2008,2025,Selangor,"RM37,800"
PROTON X70 1.8 (a) TGDI EXECUTIVE 2WD TIP TOP,https://www.mudah.my/proton-x70-1-8-a-tgdi-executive-2wd-tip-top-109427749.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2019,2019,1799cc,2019,2025,Selangor,"RM48,800"
TOYOTA YARIS 1.5 G (a)  FACELIFT U/WARRANTY 2028,https://www.mudah.my/toyota-yaris-1-5-g-a-facelift-u-warranty-2028-109247742.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,10000 - 14999,2023,2023,1496cc,2023,2025,Selangor,"RM68,800"
Toyota ALPHARD 2.5 SC NO SUNROOF UNREG,https://www.mudah.my/2019-toyota-alphard-2-5-sc-no-sunroof-unreg-108247719.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,25000 - 29999,2019,,2499cc,2499cc,2025,Kuala Lumpur,"RM212,777"
PERODUA AXIA 1.0 SE FACELIFT (a) FSR/FREE WARRANTY,https://www.mudah.my/perodua-axia-1-0-se-facelift-a-fsr-free-warranty-109713166.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2018,2018,998cc,2018,2025,Selangor,"RM24,800"
Mini COOPER 2.0 S CLUBMAN (A) ALL4  B&W,https://www.mudah.my/2019-mini-cooper-2-0-s-clubman-a-all4-b-w-109017867.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,25000 - 29999,2019,2019,1998cc,2019,2025,Kuala Lumpur,"RM169,800"
Toyota VELLFIRE 2.5 Z (A) PROMOTION UNREG,https://www.mudah.my/2020-toyota-vellfire-2-5-z-a-promotion-unreg-107470077.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,25000 - 29999,2020,,2493cc,2493cc,2025,Kuala Lumpur,"RM182,777"
LOAN KEDAI - 2012 Perodua MYVI 1.5 EXTREME ZHX (A),https://www.mudah.my/loan-kedai-2012-perodua-myvi-1-5-extreme-zhx-a-107550027.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2012,2012,1495cc,2012,2025,Kuala Lumpur,"RM22,800"
"[14K KM, JP SPEC] 2022 Mercedes Benz G63 4.0 AMG",https://www.mudah.my/14k-km-jp-spec-2022-mercedes-benz-g63-4-0-amg-109263264.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2022,,3982cc,3982cc,2025,Selangor,"RM1,125,000"
"[8.4K KM, 5AA] 2020 Mercedes Benz G63 4.0 AMG",https://www.mudah.my/8-4k-km-5aa-2020-mercedes-benz-g63-4-0-amg-108863225.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,5000 - 9999,2020,,3982cc,3982cc,2025,Selangor,"RM913,000"
Toyota ALPHARD 2.5 SC SUNROOF LOW MILEAGE,https://www.mudah.my/2020-toyota-alphard-2-5-sc-sunroof-low-mileage-108312898.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,30000 - 34999,2020,,2493cc,2493cc,2025,Selangor,"RM214,000"
"Honda CITY 1.5 E 1 doctor owner , mileage 61K",https://www.mudah.my/2019-honda-city-1-5-e-1-doctor-owner-mileage-61k-108010264.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2019,2019,1497cc,2019,2025,Kuala Lumpur,"RM49,999"
"Lexus RX300 LUXURY PANAROMIC ,360 ,HUD UNREG",https://www.mudah.my/2022-lexus-rx300-luxury-panaromic-360-hud-unreg-109749878.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,20000 - 24999,2022,,1998cc,1998cc,2025,Kuala Lumpur,"RM289,777"
Mercedes Benz A180 1.6 (A) - Free 1 Yr Warrty,https://www.mudah.my/2015-mercedes-benz-a180-1-6-a-free-1-yr-warrty-109163843.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,90000 - 94999,2015,2015,1595cc,2015,2025,Kuala Lumpur,"RM62,800"
Mazda 3 2.0 SEDAN SKYACTIV LED Light Low mile,https://www.mudah.my/2017-mazda-3-2-0-sedan-skyactiv-led-light-low-mile-108949068.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2017,,1998cc,1998cc,2025,Kuala Lumpur,"RM43,800"
Nissan X-TRAIL 2.0 COMFORT ENHANCED (A) 4WD,https://www.mudah.my/2010-nissan-x-trail-2-0-comfort-enhanced-a-4wd-103685284.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,150000 - 159999,2010,2010,1998cc,2010,2025,Kuala Lumpur,"RM15,800"
Toyota ALPHARD 2.5 SC S/R PROMOTION UNREG,https://www.mudah.my/2022-toyota-alphard-2-5-sc-s-r-promotion-unreg-109278516.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Recon,10000 - 14999,2022,,2493cc,2493cc,2025,Kuala Lumpur,"RM238,777"
Nissan ALMERA 1.0 VLP (A),https://www.mudah.my/2021-nissan-almera-1-0-vlp-a-109806641.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,30000 - 34999,2021,,999cc,999cc,2025,Penang,"RM58,800"
Honda CIVIC 1.5 V (A) WARRANTY TILL 2027,https://www.mudah.my/2022-honda-civic-1-5-v-a-warranty-till-2027-109806675.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,55000 - 59999,2022,2022,1497cc,2022,2025,Perak,"RM112,800"
ORI 2019 Volkswagen VENTO 1.6 (A) COMFORT A/PLAYER,https://www.mudah.my/ori-2019-volkswagen-vento-1-6-a-comfort-a-player-109806666.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2019,2019,1598cc,2019,2025,Kuala Lumpur,"RM28,999"
Toyota ALPHARD 2.5 SC (A),https://www.mudah.my/2018-toyota-alphard-2-5-sc-a-109806648.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,55000 - 59999,2018,2018,2493cc,2018,2025,Johor,"RM196,800"
Proton IRIZ 1.3 STANDARD (A)L0AN KEDAI!!!,https://www.mudah.my/2020-proton-iriz-1-3-standard-a-l0an-kedai-109806643.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2020,2020,1332cc,2020,2025,Kuala Lumpur,"RM26,800"
ORI 2011 Volkswagen TOURAN 1.4(A) TSi SUN/MOONROOF,https://www.mudah.my/ori-2011-volkswagen-touran-1-4-a-tsi-sun-moonroof-109806642.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2011,2011,1390cc,2011,2025,Kuala Lumpur,"RM18,999"
Mercedes Benz C200 COUPE 2.0 4MATIC PANORAMIC ROOF,https://www.mudah.my/mercedes-benz-c200-coupe-2-0-4matic-panoramic-roof-109203702.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,0 - 4999,2017,2017,1991cc,2017,2025,Selangor,"RM149,500"
Nissan X-TRAIL 4WD 2.0L (A) - 1 YEAR WARRANTY,https://www.mudah.my/2012-nissan-x-trail-4wd-2-0l-a-1-year-warranty-108893523.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,140000 - 149999,2012,2012,1998cc,2012,2025,Selangor,"RM17,800"
MERCEDES C250 AMG ORI T/TOP CDT WRT 3YRs FORU,https://www.mudah.my/2017-mercedes-c250-amg-ori-t-top-cdt-wrt-3yrs-foru-109676214.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2016,,1991cc,1991cc,2025,Johor,"RM115,999"
HONDA JAZZ 1.5 Ori T/TOP CDT WRT 3YRS FORU,https://www.mudah.my/2018-honda-jazz-1-5-ori-t-top-cdt-wrt-3yrs-foru-109742645.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,50000 - 54999,2018,,1496cc,1496cc,2025,Johor,"RM46,999"
Mazda 3 2.0 CBU ORI T/TOP CDT WRT 3YRS FORU,https://www.mudah.my/2015-mazda-3-2-0-cbu-ori-t-top-cdt-wrt-3yrs-foru-109620442.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,40000 - 44999,2014,,1998cc,1998cc,2025,Johor,"RM39,999"
Toyota VIOS 1.5 G (A) JERUNG FULL SPEC*OTR*,https://www.mudah.my/2020-toyota-vios-1-5-g-a-jerung-full-spec-otr-109806817.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2020,2020,1496cc,2020,2025,Pahang,"RM63,800"
Ford RANGER 2.0 XLT(A)T8 FACELIFT NO OFF ROAD,https://www.mudah.my/2019-ford-ranger-2-0-xlt-a-t8-facelift-no-off-road-105451170.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2019,2019,1998cc,2019,2025,Kuala Lumpur,"RM73,800"
Honda CR-V 2.0  (A) FREE 3 YEARS WARRANTY!!!!!,https://www.mudah.my/honda-cr-v-2-0-a-free-3-years-warranty-107851328.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2017,2017,1997cc,2017,2025,Kuala Lumpur,"RM58,800"
Toyota VELLFIRE 2.5 ZG (A),https://www.mudah.my/2018-toyota-vellfire-2-5-zg-a-109522894.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,60000 - 64999,2018,,2493cc,2493cc,2025,Kuala Lumpur,"RM183,800"
Toyota HARRIER 2.0 PREMIUM!!!FREE 3 YEARS WARRANTY,https://www.mudah.my/toyota-harrier-2-0-premium-free-3-years-warranty-107932153.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,75000 - 79999,2014,2014,1986cc,2014,2025,Kuala Lumpur,"RM87,800"
Tesla MODEL Y STANDARD RANGE / 15K KM PRE-OWN,https://www.mudah.my/2022-tesla-model-y-standard-range-15k-km-pre-own-109806812.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,15000 - 19999,2022,2022,10cc,2022,2025,Selangor,"RM148,888"
Toyota VIOS 1.5 (A) GX FACELIFT 3 YR WARRANTY,https://www.mudah.my/2016-toyota-vios-1-5-a-gx-facelift-3-yr-warranty-109806811.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,100000 - 109999,2016,2016,1496cc,2016,2025,Kuala Lumpur,"RM46,800"
Bmw 325i E36,https://www.mudah.my/bmw-325i-e36-109806808.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,500000 or more,1995,1995,2494cc,1995,2025,Selangor,"RM40,000"
Honda ACCORD 2.4 VTi-L FACELIFT (A),https://www.mudah.my/2006-honda-accord-2-4-vti-l-facelift-a-109806806.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,200000 - 249999,2006,2006,2354cc,2006,2025,Selangor,"RM15,000"
1 Year Warranty 2016 Nissan X-TRAIL 2.0 (A),https://www.mudah.my/1-year-warranty-2016-nissan-x-trail-2-0-a-101852908.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2016,2016,1997cc,2016,2025,Kuala Lumpur,"RM39,800"
Toyota ALPHARD 2.5 SC✅Low Mileage 45k (A),https://www.mudah.my/2018-toyota-alphard-2-5-sc-low-mileage-45k-a-109513867.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,40000 - 44999,2018,2018,2493cc,2018,2025,Johor,"RM197,800"
Perodua MYVI 1.5 SE✅3 Year Warranty  (A),https://www.mudah.my/2016-perodua-myvi-1-5-se-3-year-warranty-a-109712710.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,80000 - 84999,2016,2016,1495cc,2016,2025,Johor,"RM29,800"
Mercedes Benz E200 CGI 7 SPEED 3 YRS WARRANTY,https://www.mudah.my/2012-mercedes-benz-e200-cgi-7-speed-3-yrs-warranty-108893526.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,120000 - 129999,2012,2012,1796cc,2012,2025,Kuala Lumpur,"RM38,800"
(2017)Hyundai GRAND STAREX F/LOAN.4Y/W.H/LOAN,https://www.mudah.my/2017-hyundai-grand-starex-f-loan-4y-w-h-loan-109806796.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,70000 - 74999,2017,,2497cc,2497cc,2025,Johor,"RM55,999"
Perodua MYVI 1.5 AV✅12k Mileage (A) 2023,https://www.mudah.my/2022-perodua-myvi-1-5-av-12k-mileage-a-2023-107164521.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,5000 - 9999,2022,2022,1496cc,2022,2025,Johor,"RM49,800"
Proton PERSONA 1.6 PREMIUM (A) TIPTOP,https://www.mudah.my/2017-proton-persona-1-6-premium-a-tiptop-109806787.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,95000 - 99999,2017,2017,1597cc,2017,2025,Kuala Lumpur,"RM19,900"
Toyota C-HR 1.8 FULL SERVICE RECORD,https://www.mudah.my/2018-toyota-c-hr-1-8-full-service-record-95310520.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,65000 - 69999,2018,,1798cc,1798cc,2025,Kuala Lumpur,"RM79,800"
Hyundai STAREX 2.5 CRDi (A) - YEAR END SALES,https://www.mudah.my/2012-hyundai-starex-2-5-crdi-a-year-end-sales-108812018.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,85000 - 89999,2012,2012,2497cc,2012,2025,Selangor,"RM37,800"
1 Year Warranty 2018 Nissan NAVARA 2.5 SE (AT) (A),https://www.mudah.my/1-year-warranty-2018-nissan-navara-2-5-se-at-a-95037692.htm,https://mcdn.mudah.my/static-assets/images/olympus/transparent.png,Used,110000 - 119999,2018,,2488cc,2488cc,2025,Kuala Lumpur,"RM54,800"
